Aug 18 2023,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
kaboose,10372,Jake McDonald,United States,23,N/A,0.99,-305,549,14235,10006,10311,0.97,54.9,76.1,0.84,"{""2015"":0.91,""2016"":0.94,""2017"":0.97,""2018"":1.06,""2019"":0.98,""2020"":0.95}",132,"[""10625/Swole Identity"",""7726/Swole Patrol"",""10361/J Money Crew"",""10217/nambla"",""9926/Chris and the boys"",""9176/iNTACT"",""9715/the boyz"",""9227/Vision"",""8602/F1-racecar-PEEK"",""8700/BlackOut"",""8562/ex-Naventic"",""8349/Good People"",""8359/Rudy's Players Club"",""6707/RONIN"",""7217/subtLe"",""5670/ownage"",""6985/The Foundation"",""7104/Rush"",""6736/Selfless"",""6791/BOTS"",""5927/Incursion""]",0,0,0,0,0,0,0,N/A
mCe,10374,Matthew Elmore,United States,32,N/A,0.83,-954,249,6467,3683,4637,0.79,44.6,70.1,0.75,"{""2015"":0.86,""2016"":0.84,""2017"":0.85,""2018"":0.79,""2019"":0.87,""2020"":0.79}",56,"[""9015/MDL All-Star steel"",""9085/Chaos"",""10304/Triumph"",""9785/The Quest"",""10274/Binturong Boys"",""9769/Misfits and Digenerates"",""9566/Spacestation"",""9681/Southern Roofing"",""9591/The Ruskiz"",""8635/Hooked"",""9303/Resiliency"",""7157/Rogue"",""5422/Dignitas"",""5670/ownage"",""8384/SoaR"",""8296/Gatekeepers"",""8251/squadmoveout"",""8165/CyberRevolution"",""8058/Upset"",""6985/The Foundation"",""7725/Sloth"",""7563/DTA"",""6171/SetToDestroyX"",""6869/RivaL"",""5904/Rhythm"",""6710/Bee's Money Crew"",""5927/Incursion""]",0,0,0,0,0,0,0,N/A
Twistzz,10394,Russel Van Dulken,Canada,23,N/A,1.11,4361,1559,41097,29899,25538,1.17,61.7,76.7,1.1,"{""2015"":1.25,""2016"":1.1,""2017"":1.17,""2018"":1.14,""2019"":1.11,""2020"":1.03,""2021"":1.11,""2022"":1.08}",545,"[""6667/FaZe"",""12080/Go Kill"",""5973/Liquid"",""10407/Team Squeaky"",""9712/Horseshoe"",""7557/Misfits"",""5996/TSM"",""6273/Canada"",""6794/KKona"",""6686/AGG"",""5454/SKDC"",""6425/Tectonic""]",1,8,14,73,2,4,1,9
cromen,10397,Jorgen Robertsen,Norway,28,N/A,1,67,653,17335,11785,11718,1.01,52.8,74,0.99,"{""2015"":1.34,""2016"":1.12,""2017"":1.03,""2018"":1.09,""2019"":0.95,""2020"":0.94}",194,"[""10877/Crazy Killerz"",""8769/Nordavind"",""9722/NoChance"",""9698/2019"",""6118/Tempo Storm"",""6667/FaZe"",""7175/Heroic"",""8473/NOREG"",""5422/Dignitas"",""7847/Polaris"",""7378/dreamchasers"",""7318/Norse"",""6419/KoN Norway"",""6944/deadweight"",""6862/Bananaboys""]",0,0,1,4,0,0,0,N/A
Console,10404,Mads Skovby,Denmark,27,N/A,0.95,-582,708,18612,11948,12530,0.95,39.5,74,0.93,"{""2015"":0.9,""2016"":0.98,""2017"":0.96,""2018"":0.93,""2019"":0.95}",203,"[""7461/Copenhagen Flames"",""4501/ALTERNATE aTTaX"",""4602/Tricked"",""6978/Singularity"",""6807/Alpha"",""6636/Eastern Vikings"",""6417/KoN Denmark"",""6666/QuietPlease""]",0,0,0,0,0,0,0,N/A
sXe,10436,Cristian Niță,Romania,26,N/A,0.98,-157,605,15708,10478,10635,0.99,43.1,73.8,1.05,"{""2015"":1.28,""2016"":0.99,""2017"":1.1,""2018"":1,""2019"":0.99,""2020"":0.89,""2021"":0.84,""2022"":0.86}",216,"[""11525/KTRL"",""11240/allStars"",""7187/Nexus"",""9089/AllTheStars"",""4982/XPC"",""4922/neXtPlease!"",""6501/PhysX""]",0,0,0,0,0,0,0,N/A
Basso,10443,Sebastian Aagaard,Denmark,24,N/A,1,225,616,16156,10662,10437,1.02,53,70,1.07,"{""2015"":1.25,""2016"":1,""2017"":1.04,""2018"":1.02,""2019"":1.01,""2020"":0.96,""2021"":0.91,""2022"":0.91}",214,"[""11664/Atlantic"",""12046/Route8"",""11134/CEPTER"",""4602/Tricked"",""7461/Copenhagen Flames"",""9802/Budapest Five"",""10276/Finest"",""5873/Adaptation"",""7669/Squared"",""6417/KoN Denmark"",""8716/GoldenGitte"",""7713/North Academy"",""5208/Reason"",""6666/QuietPlease"",""6758/Team123"",""7639/eFuture"",""7743/OPAA"",""7698/moDstand"",""7628/TANTRUM"",""7415/Sørby"",""4502/HastaLaVista"",""6856/Krydsild""]",0,0,0,0,0,0,0,N/A
ISSAA,10449,Issa Murad,Jordan,26,N/A,1.05,1396,865,22719,16144,14748,1.09,55.5,75.7,1.04,"{""2015"":0.96,""2016"":1.16,""2017"":1.09,""2018"":1.09,""2019"":1.01,""2020"":1,""2021"":1.03}",245,"[""11251/Eternal Fire"",""10503/OG"",""5310/HellRaisers"",""6780/Chosen5"",""7998/Gux & Friends"",""7728/Spotnet"",""7328/FPL"",""7054/Jordan"",""6579/Octopus1""]",0,3,0,17,1,0,0,N/A
Bååten,10463,Linus Andersson,Sweden,24,N/A,0.99,20,743,19804,13380,13360,1,56.6,74.1,0.93,"{""2015"":1.68,""2016"":0.98,""2017"":1.02,""2018"":0.98,""2019"":0.99,""2020"":1.06,""2021"":1.05,""2022"":0.85}",228,"[""11321/Kappa Bar"",""7914/En av de lette"",""11820/Pepsilon"",""11049/Sygytt"",""10940/AURA"",""6685/Ancient"",""7144/Japaleno"",""9085/Chaos"",""9481/x6tence Galaxy"",""9382/Equals"",""9202/Reflex"",""7613/Red Reserve"",""8392/TEAM5"",""8367/TEAMPLAY"",""7169/fnatic Academy"",""7990/Ballistix"",""6897/visomvet"",""6581/Leaf""]",0,0,0,0,0,0,0,N/A
mitch,10470,Mitch Semago,United States,27,N/A,1.01,632,807,20719,14179,13547,1.05,44.4,76.8,0.95,"{""2015"":0.91,""2016"":0.97,""2017"":1.03,""2018"":1.03,""2019"":1.04,""2020"":0.98}",263,"[""9799/Bad News Bears"",""10671/FunPlus Phoenix"",""10164/Riot Squad"",""9400/Test Takers"",""9515/cantwinalan"",""7106/eUnited"",""5422/Dignitas"",""5670/ownage"",""6301/Splyce"",""6673/NRG"",""7801/Ghost"",""7879/Mask Off"",""6736/Selfless"",""6366/Vault"",""6638/ex-Astral Authority"",""6527/Just Make it Fast""]",0,0,0,0,0,0,0,N/A
JonY BoY,10499,Jonathan Muñoz,Argentina,31,N/A,1.03,336,429,11030,7692,7356,1.05,34.7,74.9,1.01,"{""2015"":1.11,""2016"":1.11,""2017"":1.07,""2018"":0.89,""2019"":0.99,""2020"":1.05,""2021"":0.88,""2022"":0.76}",173,"[""10978/VELOX"",""11867/Leviatan SSJ"",""11044/Leviatan"",""6799/Furious"",""7653/Isurus"",""10742/ARG"",""4468/x6tence"",""9422/CarritoSpain"",""9481/x6tence Galaxy"",""8121/Malvinas"",""9166/Sinisters"",""6557/No Tenemos Nada"",""8181/Gale Force"",""7531/Miami Flamingos"",""7550/Mystical"",""6208/Argentina"",""7202/frequency"",""6798/2KILL""]",0,0,0,0,0,0,0,N/A
NikoM,10504,Nicolas Miozzi,Argentina,26,N/A,1.07,966,537,13864,10105,9139,1.11,47.1,79.9,0.92,"{""2015"":1.12,""2016"":0.88,""2017"":1.22,""2018"":1.07,""2019"":0.97,""2020"":1.02,""2021"":1.02,""2022"":1.03}",164,"[""11994/DNG"",""6001/MOB"",""11773/Arvum"",""10786/River Plate"",""8515/OFFSET"",""10785/Wygers AR"",""8902/DETONA"",""7653/Isurus"",""10742/ARG"",""4468/x6tence"",""6799/Furious"",""6947/TeamOne"",""9726/MDL All-Star NikoM"",""9705/All Star B"",""6558/Guerreros del Mouse""]",0,0,0,0,0,0,0,N/A
tutehen,10506,Matias Canale,Argentina,30,N/A,0.93,-438,453,11727,7416,7854,0.94,46.1,70.9,0.92,"{""2015"":1.05,""2016"":0.99,""2017"":0.95,""2018"":0.94,""2019"":0.92,""2020"":0.88,""2021"":0.82,""2022"":0.82}",141,"[""10978/VELOX"",""10742/ARG"",""4468/x6tence"",""7653/Isurus"",""7550/Mystical"",""6557/No Tenemos Nada"",""8181/Gale Force"",""7531/Miami Flamingos"",""6208/Argentina"",""6000/TRS"",""7137/Nocturns"",""6560/Brekan""]",0,0,0,0,0,0,0,N/A
nbl,10508,Nabil Aleua,Argentina,26,N/A,0.95,-540,614,15873,10485,11025,0.95,51.6,72,0.75,"{""2015"":1.15,""2016"":0.95,""2017"":1.01,""2018"":0.98,""2019"":0.86,""2020"":0.79,""2021"":0.95,""2022"":0.9}",153,"[""10978/VELOX"",""10995/Boca Juniors"",""8515/OFFSET"",""10793/Meta Academy"",""6799/Furious"",""7653/Isurus"",""9996/9z"",""7603/Fueguitos"",""7550/Mystical"",""6557/No Tenemos Nada"",""6208/Argentina"",""6000/TRS"",""6798/2KILL"",""6560/Brekan""]",0,0,0,0,0,0,0,N/A
dukeN,10555,Guilherme Góes,Brazil,26,N/A,1.02,126,218,5588,3963,3837,1.03,49.4,75.4,0.96,"{""2016"":1.07,""2017"":1.07,""2018"":0.96}",74,"[""8728/Yeah"",""6619/INTZ"",""7614/Merciless"",""6033/Keyd"",""7852/EN9MY"",""4773/paiN"",""6620/AlienTech"",""6770/Apoka Academics"",""6617/Santos.DeX""]",0,0,0,0,0,0,0,N/A
land1n,10557,Paulo Felipe,Brazil,29,N/A,1.03,1308,891,23278,15595,14287,1.09,30.6,69.3,0.82,"{""2016"":1.09,""2017"":1.02,""2018"":1.08,""2019"":1.03,""2020"":0.93,""2021"":0.98,""2022"":1.07}",362,"[""11946/Sojoga"",""12040/TropiCaos"",""11420/Los Grandes"",""11398/BIGODES"",""10894/Case"",""4773/paiN"",""9370/ex-Wild"",""8895/Wild"",""7830/Virtue"",""8896/ex-Tempo Storm"",""6118/Tempo Storm"",""8079/ex-paiN"",""6789/BigGods"",""6205/Brazil"",""6950/NeedJobs"",""6617/Santos.DeX""]",0,0,0,0,0,0,0,N/A
yel,10560,Gustavo Knittel,Brazil,31,N/A,1,882,1045,27133,18080,17198,1.05,30.9,71.3,0.94,"{""2016"":1.08,""2017"":1.07,""2018"":0.98,""2019"":0.98,""2020"":1.08,""2021"":0.94,""2022"":0.96}",322,"[""10669/Paquetá"",""10994/O PLANO"",""11412/Stars Horizon"",""9215/MIBR"",""11097/Team YNk"",""7733/BOOM"",""6619/INTZ"",""6290/Luminosity"",""6864/WinOut"",""6621/g3x""]",0,1,0,8,0,0,0,N/A
s1,10561,Ricardo Shinji,Brazil,31,N/A,0.98,-79,164,4194,2933,3012,0.97,40.5,78.3,0.8,"{""2016"":1,""2017"":1.01,""2018"":0.94}",43,"[""8885/FURIA Academy"",""8728/Yeah"",""7830/Virtue"",""8821/Authority"",""8297/FURIA"",""6118/Tempo Storm"",""7614/Merciless"",""4773/paiN"",""7629/TOTOH"",""6620/AlienTech""]",0,0,0,0,0,0,0,N/A
caike,10563,Caike Costa,Brazil,28,N/A,0.94,-562,564,14794,9493,10055,0.94,42.7,70.7,0.79,"{""2016"":1.01,""2017"":1.02,""2018"":0.89,""2019"":0.87,""2020"":0.94,""2021"":0.94,""2022"":0.9}",201,"[""11946/Sojoga"",""12040/TropiCaos"",""10994/O PLANO"",""11420/Los Grandes"",""11398/BIGODES"",""11307/ozbonz"",""11011/Patins da Ferrari"",""10605/Bravos"",""10815/Liberty"",""7653/Isurus"",""10669/Paquetá"",""6947/TeamOne"",""10028/Falkol"",""9723/Made in Canil"",""9670/Made in Canil"",""8728/Yeah"",""7830/Virtue"",""8297/FURIA"",""6771/ProGaming"",""7613/Red Reserve"",""6133/Orbit"",""7503/ex-g3x"",""6621/g3x"",""6619/INTZ""]",0,0,0,0,0,0,0,N/A
mOkEn,10564,Andreas Karlsson,Sweden,27,N/A,1,89,139,3617,2522,2433,1.04,38.9,78,0.97,"{""2016"":0.97,""2017"":1.07,""2018"":1.07}",42,"[""8806/koppxd"",""8186/Snabbabrillor"",""6418/KoN Sweden"",""4688/Epsilon"",""7208/Young Gods"",""6832/Iwku"",""6960/SlashCry"",""6996/Portvakterna"",""6622/CG""]",0,0,0,0,0,0,0,N/A
chelo,10566,Marcelo Cespedes,Brazil,25,N/A,1.06,1548,1032,26882,19160,17612,1.09,60.5,77.6,0.98,"{""2016"":1.04,""2017"":1.04,""2018"":1.06,""2019"":1.02,""2020"":1.14,""2021"":1.08,""2022"":1.1}",295,"[""8297/FURIA"",""11935/Seleção do bt0"",""9455/Imperial"",""9215/MIBR"",""7733/BOOM"",""6619/INTZ"",""10524/MDL All-Star chelo"",""9389/NoTag"",""6267/Não Tem Como"",""6290/Luminosity"",""8079/ex-paiN"",""4773/paiN"",""6785/Innova"",""6033/Keyd"",""6616/Gathers""]",0,3,0,10,0,0,0,N/A
devoduvek,10569,David Dobrosavljevic,France,28,N/A,0.95,-683,720,19114,12456,13139,0.95,49.1,75.6,0.94,"{""2016"":1.02,""2017"":1.02,""2018"":0.96,""2019"":0.88,""2020"":0.81,""2022"":0.86}",185,"[""12199/Arcadia"",""12099/Mixfits"",""7674/Ambush"",""10509/Juggernauts"",""10593/Demolition Crew"",""8346/Heretics"",""10316/FiveG"",""10025/Instinct"",""9950/chebran"",""4674/LDLC"",""9073/WAYE"",""6626/MINLATE"",""8481/Valiance"",""7557/Misfits"",""7667/RANKS"",""5991/Envy"",""6375/Vexed"",""5596/Platinium"",""6368/Red Instinct""]",0,1,0,4,0,0,0,N/A
dzt,10570,Denis Fischer,Brazil,26,N/A,1,125,723,18717,12786,12661,1.01,46.6,75.4,0.79,"{""2016"":0.99,""2017"":1.04,""2018"":1.04,""2019"":0.97,""2020"":0.99,""2021"":0.97,""2022"":0.96}",187,"[""12040/TropiCaos"",""11946/Sojoga"",""11420/Los Grandes"",""11593/FreeStyle"",""10894/Case"",""9455/Imperial"",""6033/Keyd"",""10018/Inflames"",""9213/Santos"",""7830/Virtue"",""8896/ex-Tempo Storm"",""6118/Tempo Storm"",""8079/ex-paiN"",""4773/paiN"",""6789/BigGods"",""6205/Brazil"",""6621/g3x""]",0,0,0,0,0,0,0,N/A
InfrequeNt,10587,Jesse Barker,Australia,28,N/A,1.07,932,481,12409,8987,8055,1.12,33.7,76.3,0.78,"{""2016"":1.07,""2017"":1.06,""2018"":1.08,""2019"":1.13,""2022"":0.89}",180,"[""7139/Grinny Bankers"",""11636/Aftershock"",""11239/CAMO"",""6010/Chiefs"",""8536/Ground Zero"",""9125/Roar"",""5293/AVANT"",""5680/Athletico"",""7517/Tainted Minds"",""6642/Alpha Sydney""]",0,0,0,0,0,0,0,N/A
Liazz,10588,Jay Tregillgas,Australia,25,N/A,1.07,2325,1098,28304,19818,17493,1.13,45.8,78.1,0.98,"{""2016"":1.13,""2017"":1.24,""2018"":1.15,""2019"":0.94,""2020"":0.93,""2021"":0.91,""2022"":1.13}",399,"[""8008/Grayhound"",""8668/ORDER"",""6211/Renegades"",""10096/EXTREMUM"",""8474/100 Thieves"",""7891/Team Australia"",""8021/Kings"",""7517/Tainted Minds"",""5680/Athletico"",""6642/Alpha Sydney""]",0,5,0,21,0,0,0,N/A
rommi,10589,Roman Golubev,Russia,30,N/A,1.05,604,516,13467,9899,9295,1.06,50.8,81.1,1.05,"{""2016"":1.05,""2017"":1.04,""2018"":1.05,""2019"":1.07,""2020"":1.01}",163,"[""10627/Moscow Five Academy"",""10749/Z-Zombies"",""9287/Unique"",""9919/Vaevictis"",""8847/HOLLYWOOD"",""9567/tomorrow will be better"",""9193/PLINK"",""8669/Espada"",""7523/1337"",""7900/Spirit Academy"",""7367/Quantum Bellator Fire"",""7544/OVERDRIVE"",""7252/Quantum Bellator"",""5004/USSR"",""6597/Quest"",""6752/Tempest""]",0,0,0,0,0,0,0,N/A
fenvicious,10590,Evgeny Mitsik,Russia,28,N/A,1,45,751,19647,13559,13514,1,52.8,75.5,0.93,"{""2016"":0.98,""2017"":1.06,""2018"":0.96,""2019"":1,""2020"":1.01,""2021"":0.91,""2022"":0.86}",244,"[""12106/farfaraway"",""11312/QUAZAR"",""12049/IESF"",""11148/Akuma"",""9287/Unique"",""10972/Cult"",""10473/Project X"",""9518/Vyalie Pitoni"",""9567/tomorrow will be better"",""7489/EPG"",""9290/PEY"",""9185/NewTeam"",""5988/FlipSid3"",""8669/Espada"",""7523/1337"",""7900/Spirit Academy"",""7264/spray'n'pray"",""7544/OVERDRIVE"",""6597/Quest"",""7251/5FRAGS"",""7252/Quantum Bellator"",""7101/Comanche"",""6752/Tempest""]",0,0,0,0,0,0,0,N/A
refrezh,10610,Ismail Ali,Denmark,25,1.07,1.03,1096,1137,30446,21020,19924,1.06,48.8,74.3,0.98,"{""2016"":0.99,""2017"":1.06,""2018"":1.06,""2019"":1.07,""2020"":1.06,""2021"":1,""2022"":0.95}",400,"[""12334/Preasy"",""10399/Evil Geniuses"",""8637/Sprout"",""7175/Heroic"",""11707/Team Flash"",""8362/MAD Lions"",""4468/x6tence"",""7461/Copenhagen Flames"",""7674/Ambush"",""7743/OPAA"",""8963/Lyngby Vikings"",""6615/OpTic"",""5752/Cloud9"",""6855/Fragsters"",""4602/Tricked"",""6417/KoN Denmark"",""6758/Team123"",""6978/Singularity"",""7919/ajukreizi"",""7408/Aquiver"",""5061/midlertidig"",""7052/Seven11"",""6671/Optimum""]",0,3,0,15,0,0,0,N/A
Fadey,10611,Rhys Armstrong,South Africa,25,N/A,0.98,-423,838,21566,14919,15342,0.97,54.4,75.9,0.88,"{""2016"":0.95,""2017"":1.11,""2018"":0.97,""2019"":0.92,""2020"":1.16,""2021"":0.96,""2022"":1}",128,"[""11667/Nixuh"",""9943/ATK"",""11496/cs"",""10183/MDL All-Star gMd"",""4643/Denial"",""5158/Bravado"",""6403/carboN"",""6282/South Africa""]",0,0,0,0,0,0,0,N/A
Crondle,10628,Rahul Walia,United States,N/A,N/A,0.77,-6,2,35,13,19,0.68,61.5,37.4,N/A,"{""2016"":1.4,""2017"":0.61}",0,"[""7801/Ghost"",""6710/Bee's Money Crew""]",0,0,0,0,0,0,0,N/A
xajdish,10655,Aron Fredriksson,Sweden,26,1.01,N/A,-242,246,6481,4315,4557,0.95,37.5,75.3,0.98,"{""2016"":0.98,""2017"":0.94,""2018"":0.93,""2019"":0.92}",58,"[""10504/Sons Of Lennart"",""10142/WeOnlySnusSiber1a"",""9968/Team seang@res"",""7124/passions"",""9427/Flow"",""6978/Singularity"",""6497/TzatzikiKlubben"",""5792/icsu"",""8659/Kampners Advokatbyrå"",""6418/KoN Sweden"",""7613/Red Reserve"",""7308/Epsilon Hype"",""7471/Vinkelparty"",""7168/Crowns"",""7062/Kalashnikov 47""]",0,0,0,0,0,0,0,N/A
benny,10658,Mattias Rosback,Sweden,27,1.03,N/A,-118,219,5640,3763,3881,0.97,39.8,76.1,0.9,"{""2016"":1.01,""2017"":1.03,""2018"":0.88,""2019"":0.9}",56,"[""9883/Moraira"",""7823/fightclub"",""9606/pieuwpieuw"",""9085/Chaos"",""8721/Enyoy"",""7168/Crowns"",""7124/passions"",""4804/AWTR"",""8307/A Walk To Remember"",""6418/KoN Sweden"",""7062/Kalashnikov 47"",""4680/Recursive""]",0,0,0,0,0,0,0,N/A
RoLEX,10663,Warittorn Kalanukarn,Thailand,22,1.06,1,33,492,12610,8834,8801,1,51.2,78.6,N/A,"{""2016"":0.98,""2017"":1.03,""2018"":1,""2019"":1,""2020"":0.98,""2021"":0.88}",167,"[""10675/ZIGMA"",""10047/Astro"",""8262/Beyond"",""6774/Signature"",""6353/MiTH"",""6304/Thailand""]",0,0,0,0,0,0,0,N/A
Olivia,10664,Peeratch Ingkudanonda,Thailand,25,1.13,1.1,1565,634,16189,12279,10714,1.15,37,78.5,0.79,"{""2016"":0.97,""2017"":1.14,""2018"":1.11,""2019"":1.14,""2020"":1.12,""2021"":1.08}",237,"[""11083/LZ"",""8262/Beyond"",""8848/Alpha Red"",""6353/MiTH"",""8742/ex-NSPR"",""7839/NSPR"",""7363/glassysky"",""6774/Signature""]",0,0,0,0,0,0,0,N/A
MAIROLLS,10666,Maitri Sukrob,Thailand,25,1.02,0.97,-226,498,12894,8578,8804,0.97,49.1,73.2,0.9,"{""2016"":0.92,""2017"":0.93,""2018"":0.92,""2019"":1.06,""2020"":0.93,""2021"":0.86,""2022"":0.88}",127,"[""11135/NKT"",""11083/LZ"",""8262/Beyond"",""8848/Alpha Red"",""8742/ex-NSPR"",""7839/NSPR"",""7363/glassysky"",""6353/MiTH"",""6304/Thailand""]",0,0,0,0,0,0,0,N/A
Ethan,10671,Ethan Arnold,United States,23,1.14,1.06,1488,986,25998,18853,17365,1.09,49.4,81.4,1.08,"{""2016"":0.99,""2017"":1.08,""2018"":1.13,""2019"":1.04,""2020"":1.02,""2021"":0.92}",322,"[""10399/Evil Geniuses"",""10406/Team Toxic"",""6673/NRG"",""8598/Unemployed for Christmas"",""5974/CLG"",""6792/Prospects"",""5904/Rhythm"",""6638/ex-Astral Authority"",""6117/ACE""]",0,2,4,37,2,1,0,20
BrN,10693,Branislav Panov,Bulgaria,24,1,N/A,-22,166,4382,2894,2916,0.99,35.8,70.8,0.89,"{""2016"":0.99,""2017"":0.98,""2018"":0.97,""2020"":0.69}",68,"[""6762/Bpro"",""9235/toxic"",""6959/MK"",""8335/dSc"",""7864/TTFU"",""7188/Above the Rest"",""6739/ENRAGE""]",0,0,0,0,0,0,0,N/A
STANNISLAW,10695,Stanislav Angelov,Bulgaria,23,1,N/A,-26,74,1990,1274,1300,0.98,27.5,66.8,N/A,"{""2016"":0.77,""2017"":0.98,""2018"":0.99}",40,"[""8513/Windigo"",""8582/Without Warning"",""6959/MK"",""7864/TTFU"",""7982/Bojestvata"",""7829/Arcade"",""7188/Above the Rest"",""6739/ENRAGE""]",0,0,0,0,0,0,0,N/A
blocker,10697,Yanko Panov,Bulgaria,26,1.04,0.97,-572,902,23975,16363,16935,0.97,49.5,76.7,0.94,"{""2016"":0.96,""2017"":0.95,""2018"":1.03,""2019"":0.96,""2020"":0.94,""2022"":0.97}",215,"[""12213/Biskvitki Zakuska"",""11800/NeedDOCTOR"",""10958/Mixich"",""9863/FATE"",""5347/BLUEJAYS"",""10566/Skin Ogres"",""6739/ENRAGE"",""10449/BG-MIX"",""10445/ex-Windigo"",""8513/Windigo"",""6762/Bpro"",""6970/WinFiction"",""7397/Outlaws"",""7228/5b0rk4""]",0,0,1,1,0,0,0,N/A
kolor,10698,Ádám Domoszlay,Hungary,23,1.06,1.03,415,596,15557,10993,10578,1.04,27.6,73,0.87,"{""2016"":1.01,""2017"":1.05,""2018"":1.07,""2019"":1.03,""2020"":0.93,""2021"":0.9,""2022"":1.04}",194,"[""12313/ex-DomiNation"",""12182/DomiNation"",""12163/ex-Rapid Ninjas"",""12092/Rapid Ninjas"",""10968/cowana"",""9802/Budapest Five"",""4591/Wizards"",""8020/Vexed"",""6343/EURONICS"",""5058/Hungary"",""7552/1337HUANIA"",""6652/GameAgents"",""5579/volgare"",""8032/Prophecy"",""6842/Plantronics"",""7836/Budapest Corvini"",""7673/Sensei"",""6495/Revolte"",""6737/Pixel"",""7073/fruits"",""6982/PLAYZONE"",""7023/CSatse""]",0,0,0,0,0,0,0,N/A
Kntz,10705,Krit Chaiprasit,Thailand,25,1.07,1.03,670,552,14299,10068,9398,1.07,47.4,75.3,1.03,"{""2016"":0.84,""2017"":0.99,""2018"":1.08,""2019"":1.07,""2020"":1.01,""2021"":1.08,""2022"":0.99}",188,"[""11135/NKT"",""11083/LZ"",""8262/Beyond"",""8848/Alpha Red"",""8742/ex-NSPR"",""7839/NSPR"",""7363/glassysky"",""6353/MiTH""]",0,0,0,0,0,0,0,N/A
gas,10722,Yi Ding,China,27,1.11,1.08,804,549,14401,11032,10228,1.08,59.4,81.1,1.04,"{""2016"":1.12,""2017"":1.14,""2018"":1.02,""2019"":0.99,""2020"":1.13,""2021"":1.05,""2022"":1.06}",176,"[""10851/Wings Up"",""10022/OneThree"",""9868/Aster"",""9545/BTRG.IMBA"",""9036/IMBA.SAS"",""4865/New4"",""6899/LGD"",""6747/EDG""]",0,0,0,0,0,0,0,N/A
Andkilde,10727,Victor Andkilde,Denmark,30,1.02,N/A,47,145,3672,2440,2393,1.02,35,70.1,0.91,"{""2016"":1.05,""2017"":0.98,""2018"":1.14,""2019"":0.85}",65,"[""9978/POWEROUTAGE"",""7986/preanus"",""6417/KoN Denmark"",""9041/yodelin"",""8081/roughtimes"",""7713/North Academy"",""8064/undefined"",""8394/csgoPlayers"",""8173/SPRITTET"",""6855/Fragsters"",""7743/OPAA"",""7461/Copenhagen Flames"",""7408/Aquiver"",""5061/midlertidig"",""6783/TDJSF""]",0,0,0,0,0,0,0,N/A
zbM,10748,Zebastian Molinder,Sweden,N/A,0.48,N/A,-10,1,25,9,19,0.47,22.2,32.3,0.48,"{""2016"":0.5}",0,"[""6667/FaZe""]",0,0,0,0,0,0,0,N/A
NK4Y,10761,Nikola Radushev,Bulgaria,27,1.07,1.03,429,480,12325,8697,8268,1.05,62.1,76.3,0.93,"{""2016"":1.05,""2017"":1.06,""2018"":1.13,""2019"":0.95,""2020"":0.86}",148,"[""10727/Excellency"",""9628/FIREMIX"",""10420/Phoenix"",""10225/ex-Epsilon"",""9797/AVEZ"",""6762/Bpro"",""6896/PRIDE"",""8582/Without Warning"",""8032/Prophecy"",""8347/ex-Outlaws"",""7397/Outlaws"",""5116/Bulgaria""]",0,0,0,0,0,0,0,N/A
Rock1nG,10762,Ivan Stratiev,Bulgaria,26,1.01,0.94,-1142,923,24313,15879,17021,0.93,55.2,73.8,0.98,"{""2016"":0.9,""2017"":0.99,""2018"":1.02,""2019"":0.93,""2020"":0.9,""2021"":0.89,""2022"":0.87}",257,"[""10509/Juggernauts"",""11525/KTRL"",""11810/Beyond Possible"",""11913/Hatred"",""11240/allStars"",""11024/StoichkovPeek"",""11332/MIXALA"",""11317/ANDIBUL CARROT"",""10276/Finest"",""9863/FATE"",""5347/BLUEJAYS"",""10386/SKADE"",""6762/Bpro"",""6896/PRIDE"",""8582/Without Warning"",""8481/Valiance"",""8764/SSD"",""8032/Prophecy"",""8347/ex-Outlaws"",""7397/Outlaws"",""7864/TTFU"",""6970/WinFiction""]",0,0,0,0,0,0,0,N/A
Freeman,10774,WingHei Cheung,Hong Kong,24,1.15,1.12,2351,831,21298,16084,13733,1.17,48.7,80.2,0.94,"{""2016"":1.21,""2017"":1.21,""2018"":1.16,""2019"":1.03,""2020"":0.9,""2021"":0.91,""2022"":1.12}",324,"[""4863/TYLOO"",""11542/YK"",""11275/NSN"",""10482/Team China"",""7606/ViCi"",""9957/Eastern Giants"",""7324/ENZO"",""9654/BTRG.HK"",""7660/Flash"",""9037/VG.Flash"",""7344/Recca"",""7111/3 NEW 2 OLD"",""7042/Hong Kong"",""6775/Long Live Democracy""]",0,2,0,15,0,0,0,N/A
